locus fis fst fit snp_position
9456 -0.043243 0.017415 -0.025075 NA
946 -0.433788 -0.002522 -0.437405 NA
9469 -0.032164 0.017633 -0.013964 NA
9471 -0.088994 -0.006318 -0.095875 NA
9473 -0.159616 -0.005757 -0.166292 NA
9474 -0.818439 0.009893 -0.800450 NA
9477 -0.098828 0.029884 -0.065991 NA
9486 -0.026547 0.005249 -0.021159 NA
9487 -0.112779 0.026302 -0.083510 NA
9489 0.054798 0.004500 0.059051 NA
949 -0.032199 0.000923 -0.031246 NA
9491 -0.305007 0.037509 -0.256058 NA
9493 -0.201982 0.125118 -0.051593 NA
9494 -0.150922 0.006725 -0.143182 NA
9505 -0.080848 0.006233 -0.074111 NA
9506 -0.019121 0.003311 -0.015747 NA
951 0.092472 0.099946 0.183176 NA
9511 -0.074478 0.024089 -0.048595 NA
9514 -0.036345 0.006303 -0.029813 NA
9521 -0.045237 -0.006271 -0.051791 NA
9525 -0.014538 0.058080 0.044387 NA
9532 -0.038953 -0.006603 -0.045813 NA
9533 -0.048004 0.048291 0.002606 NA
9536 -0.027025 0.017299 -0.009259 NA
9542 -0.320291 0.143239 -0.131173 NA
9545 -0.040021 0.028131 -0.010764 NA
9552 -0.051322 0.020976 -0.029270 NA
9555 -0.075003 0.012534 -0.061529 NA
956 -0.083930 0.067036 -0.011268 NA
9562 0.096709 -0.009197 0.088401 NA
9574 -0.009581 0.002728 -0.006826 NA
9576 -0.050295 0.029276 -0.019547 NA
9577 -0.093494 0.004823 -0.088220 NA
9578 -0.302375 0.003580 -0.297713 NA
958 -0.048452 0.024675 -0.022581 NA
9581 -0.030619 -0.005391 -0.036175 NA
9582 -0.155147 0.011984 -0.141304 NA
9584 -0.031395 0.001936 -0.029398 NA
9585 -0.047501 -0.002073 -0.049672 NA
9586 -0.036830 0.021080 -0.014974 NA
9589 -0.000086 -0.001489 -0.001575 NA
9590 -0.080886 -0.001514 -0.082522 NA
9595 -0.188205 0.001948 -0.185890 NA
96 -0.043978 0.013766 -0.029607 NA
9601 -0.138743 0.014433 -0.122308 NA
9606 -0.083417 0.039382 -0.040750 NA
9607 -0.049147 0.003003 -0.045997 NA
9611 -0.260343 0.005193 -0.253799 NA
9612 -0.107322 0.004951 -0.101840 NA
9613 -0.156437 0.093592 -0.048203 NA
9616 0.179045 0.043942 0.215119 NA
9625 -0.052445 0.013783 -0.037939 NA
9626 -0.054294 0.016486 -0.036913 NA
9630 -0.127695 0.124565 0.012777 NA
9632 -0.154470 0.001165 -0.153125 NA
9633 -0.088356 0.026585 -0.059422 NA
9640 -0.023369 0.015445 -0.007563 NA
9642 -0.027555 0.008997 -0.018309 NA
9650 -0.233574 0.021822 -0.206655 NA
9651 -0.053325 0.019904 -0.032359 NA
9654 -0.056148 0.042000 -0.011790 NA
9662 -0.037430 0.026232 -0.010216 NA
9663 -0.034416 0.018915 -0.014849 NA
9664 -0.056369 0.036416 -0.017900 NA
9668 -0.036968 0.017131 -0.019204 NA
9669 -0.016840 0.047310 0.031267 NA
9670 -0.513733 0.102784 -0.358145 NA
9671 -0.045537 -0.005712 -0.051509 NA
9672 -0.273515 0.002784 -0.269969 NA
9674 0.065995 0.026193 0.090459 NA
9675 -0.013355 0.001624 -0.011710 NA
9677 -0.021980 -0.000581 -0.022573 NA
9679 -0.041674 0.037391 -0.002724 NA
9680 -0.048990 0.004622 -0.044142 NA
9682 -0.027599 0.002423 -0.025110 NA
9683 -0.178807 0.023576 -0.151016 NA
9684 -0.051814 0.012852 -0.038296 NA
9685 0.122233 0.005225 0.126819 NA
9687 -0.039471 0.026290 -0.012144 NA
9694 -0.201658 0.036054 -0.158333 NA
9699 -0.052115 0.051726 0.002308 NA
9707 -0.117383 0.009519 -0.106747 NA
9710 -0.016149 0.058539 0.043335 NA
9711 -0.225389 0.012639 -0.209901 NA
9713 -0.101100 0.030812 -0.067173 NA
9715 -0.039383 0.003100 -0.036160 NA
9716 -0.055129 0.015432 -0.038847 NA
9719 0.041799 0.023778 0.064583 NA
9722 -0.071778 0.022678 -0.047472 NA
9723 -0.077372 0.030672 -0.044327 NA
9725 -0.231496 0.008130 -0.221484 NA
9727 -0.281086 0.002662 -0.277675 NA
9736 -0.078532 0.012772 -0.064757 NA
9740 -0.204311 0.003541 -0.200046 NA
9745 -0.037628 0.013408 -0.023716 NA
9748 -0.075862 -0.003023 -0.079114 NA
9757 -0.168829 0.017567 -0.148296 NA
9763 -0.115286 0.031666 -0.079970 NA
9764 -0.068113 0.010016 -0.057414 NA
9766 -0.027525 0.017849 -0.009184 NA
9767 0.177679 0.004700 0.181544 NA
9773 -0.160169 0.017983 -0.139306 NA
9777 -0.072013 0.065881 -0.001387 NA
9778 -0.175187 0.022832 -0.148355 NA
9780 -0.044419 0.031861 -0.011142 NA
9783 -0.235820 0.092754 -0.121193 NA
9789 -0.088145 0.082293 0.001401 NA
9792 -0.149089 0.014913 -0.131953 NA
9794 0.099816 0.001910 0.101536 NA
9796 -0.350517 0.021836 -0.321027 NA
9803 -0.039752 -0.003736 -0.043636 NA
9805 -0.074816 0.004897 -0.069553 NA
9808 -0.020992 0.002492 -0.018448 NA
981 0.044080 0.025918 0.068855 NA
9810 -0.040424 0.000996 -0.039388 NA
9814 -0.152796 0.087042 -0.052454 NA
9816 -0.085396 0.034808 -0.047616 NA
9817 -0.360693 0.099506 -0.225295 NA
9818 0.039795 -0.001721 0.038143 NA
982 -0.047275 0.023866 -0.022281 NA
9820 -0.050151 0.017455 -0.031821 NA
9822 -0.092125 0.010077 -0.081119 NA
9823 -0.207278 -0.000745 -0.208178 NA
9828 -0.102610 0.000584 -0.101965 NA
9829 -0.181484 0.045313 -0.127947 NA
9830 -0.047151 -0.005345 -0.052748 NA
9833 -0.065975 0.053962 -0.008453 NA
9837 -0.051733 -0.008371 -0.060537 NA
9842 -0.029037 0.014852 -0.013754 NA
9843 -0.032890 0.023047 -0.009085 NA
9848 -0.106089 0.015298 -0.089168 NA
985 -0.148956 -0.000708 -0.149769 NA
9850 -0.379749 0.005313 -0.372418 NA
9854 -0.080815 0.060637 -0.015277 NA
9857 -0.048059 0.048325 0.002588 NA
986 -0.072156 0.068588 0.001382 NA
9860 -0.319218 -0.003949 -0.324428 NA
9862 -0.177805 0.009680 -0.166404 NA
9866 -0.273025 -0.001380 -0.274782 NA
9873 -0.117199 0.072496 -0.036207 NA
9879 -0.077064 0.015194 -0.060700 NA
9880 -0.144277 0.001146 -0.142965 NA
9883 -0.140682 0.040491 -0.094494 NA
9886 -0.062079 0.041414 -0.018095 NA
9888 0.003826 0.023117 0.026854 NA
989 -0.032333 0.000934 -0.031368 NA
9892 -0.148830 -0.007560 -0.157515 NA
9894 -0.067175 0.019824 -0.046019 NA
9896 -0.615708 0.024311 -0.576429 NA
9897 -0.050784 0.050987 0.002792 NA
9898 -0.156659 0.019892 -0.133651 NA
9901 -0.057515 0.003477 -0.053838 NA
9902 -0.283892 0.060402 -0.206342 NA
9907 -0.253062 0.001735 -0.250888 NA
9908 -0.053376 -0.001280 -0.054724 NA
9910 -0.144143 0.022908 -0.117933 NA
9918 0.061248 -0.004521 0.057004 NA
9922 -0.078085 0.064358 -0.008702 NA
9924 -0.047449 0.022073 -0.024329 NA
9928 -0.159629 0.011517 -0.146274 NA
9935 -0.102965 0.031689 -0.068013 NA
9942 -0.035372 0.028300 -0.006072 NA
9943 0.171752 0.020326 0.188587 NA
9944 0.036712 0.009092 0.045470 NA
9945 0.087612 0.025923 0.111264 NA
9946 0.005898 0.014411 0.020225 NA
9948 -0.076760 0.010787 -0.065145 NA
995 -0.038444 0.023291 -0.014257 NA
9950 -0.115726 0.021757 -0.091450 NA
9951 0.044734 -0.005256 0.039713 NA
9957 -0.026173 0.015535 -0.010232 NA
9958 -0.039321 0.019018 -0.019555 NA
9963 -0.316712 0.020295 -0.289989 NA
9964 -0.098992 0.020889 -0.076035 NA
9965 -0.036839 0.021473 -0.014574 NA
9968 -0.134073 0.084303 -0.038468 NA
997 -0.168866 0.001314 -0.167330 NA
9972 -0.028140 0.005688 -0.022292 NA
9982 -0.025062 0.008372 -0.016480 NA
9983 -0.027599 0.013552 -0.013673 NA
9989 -0.125113 0.032099 -0.088998 NA
9990 -0.030992 0.021110 -0.009227 NA
9991 -0.092538 0.005699 -0.086311 NA
